price,Brand,Series,Model,Interface,Chipset Manufacturer,GPU Series,GPU,Core Clock,Boost Clock,CUDA Cores,Effective Memory Clock,Memory Size,Memory Interface,Memory Type,DirectX,OpenGL,HDMI,Multi-Monitor Support,DisplayPort,Other Ports,Max Resolution,SLI Support,Virtual Reality Ready,Cooler,Thermal Design Power,System Requirements,Power Connector,HDCP Ready,Features,Max GPU Length,Card Dimensions (L x H),Slot Width,Package Contents,Date First Available,Operating Systems Supported,DVI,Dual-Link DVI Supported,Form Factor,Option,Edition,Low Profile Bracket Included,D-SUB,RAMDAC,Shader Clock,Stream Processors,CrossFireX Support,3D VISION Game Ready,RoHS Compliant,Thunderbolt 3,TV-Out,CATV,PixelPipelines,VIVO,Tuner,Windows Vista,Mac Edition,Eyefinity Support,
365.0,EVGA,None,06G-P4-6163-KR,PCI Express 3.0,NVIDIA,NVIDIA GeForce GTX 10 Series,GeForce GTX 1060,1607 MHz,1835 MHz,1280,8008 MHz,6GB,192-Bit,GDDR5,DirectX 12,OpenGL 4.5,1 x HDMI 2.0b,4,3 x DisplayPort 1.4,None,7680 x 4320,No,Yes,Single Fan,None,400W or greater power supply.PCI Express  PCI Express 2.0 or PCI Express 3.0 compliant motherboard with one graphics slot.,6-Pin,Yes,NVIDIA GameStream TechnologyNVIDIAG-SYNC ReadyOpenGL 4.5 SupportSimultaneous Multi-ProjectionVR ReadyNVIDIA AnselNVIDIA GPU Boost 3.0Microsoft DirectX 12Vulkan APIPCI Express 3.0Max Digital Resolution - 7680 x 4320HDMI 2.0b  DisplayPort 1.4 and Dual-Link DVIBuilt for EVGA Precision XOC,173 mm,6.80" x 4.38",Dual Slot,None,July 19  2016,Windows 10 32/64bit  Windows 8 32/64bit  Windows 7 32/64bit  Windows Vista 32/64bit,1 x Dual-Link DVI-D,Yes,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
569.0,MSI,None,RTX 2070 ARMOR 8G,PCI Express 3.0 x16,NVIDIA,NVIDIA GeForce RTX 20 Series,GeForce RTX 2070,1410 MHz,1620 MHz,2304,14 Gbps,8GB,256-Bit,GDDR6,DirectX 12,OpenGL 4.5,1 x HDMI 2.0b,4,3 x DisplayPort 1.4,1 x USB Type-C,7680 x 4320,None,Yes,Double Fans,175W,Recommended PSU: 550W,1 x 8-pin  1 x 6-pin,2.2,Armor Thermal DesignTORX Fan 2.0 with Double Ball Bearings- Dispersion fan blade: Steep curved blade accelerating the airflow- Traditional fan blade: Provides steady airflow to massive heat sink belowMastery of Aerodynamics: The heatsink is optimized for efficient heat dissipation  keeping your temperatures low and performance highZero Frozr technology: Stopping the fan in low-load situations  keeping a noise-free environmentRGB Mystic LightCustomize colors and LED effects with exclusive MSI software and synchronize the look & feel with other components,295 mm,11.61" x 5.51",None,None,January 26  2020,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
359.99,GIGABYTE,None,GV-N2060GAMINGOC PRO-6GD Ver 2.0,PCI Express 3.0 x16,NVIDIA,None,GeForce RTX 2060,1830 MHz,None,1920,14000 MHz,6GB,192-Bit,GDDR6,DirectX 12,OpenGL 4.5,1 x HDMI 2.0b,4,3 x DisplayPort 1.4,None,7680x4320@60Hz,No,Yes,Triple Fans,210W,Recommended PSU: 500W,8-Pin,None,None,224 mm,None,Dual Slot,None,October 31  2019,None,None,None,ATX,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1383.97,ZOTAC,None,ZT-T20810D-10P,PCI Express 3.0,NVIDIA,NVIDIA GeForce RTX 20 Series,GeForce RTX 2080 Ti,None,1665 MHz,4352,14.0 Gbps,11GB,352-Bit,GDDR6,DirectX 12,OpenGL 4.5,1 x HDMI 2.0b,4,3 x DisplayPort 1.4,1 x USB Type-C,None,NVLink (SLI-Ready),Yes,Triple Fans,225W,Recommended Power Supply: 650W,6-Pin / 8-Pin,Yes,Active Fan StopSPECTRA LightingReal-time Ray TracingNVIDIA AnselNVIDIA G-SYNCTM compatible,308 mm,12.13" x 4.45",2.5 slots,ZOTAC GAMING GeForce RTX 2080 Ti AMP2 x Dual 6-pin to 8-pin cableUser Manual,October 03  2018,Microsoft Windows 10/7 x64,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
579.99,MSI,None,RTX 2070 DUKE 8G OC,PCI Express 3.0 x16,NVIDIA,NVIDIA GeForce RTX 20 Series,GeForce RTX 2070,1410 MHz,1755 MHz,2304,14 Gbps,8GB,256-Bit,GDDR6,DirectX 12,OpenGL 4.5,1 x HDMI 2.0b,4,3 x DisplayPort 1.4,1 x USB Type-C,7680 x 4320,None,Yes,Triple Fans,185W,Recommended PSU: 550W,1 x 8-pin  1 x 6-pin,2.2,Triple-Fan Thermal DesignUsing three of the award-winning TORX Fans 2.0 with Double Ball Bearings.Using groundbreaking aerodynamic techniques  the heatsink is optimized for efficient heat dissipation.TORX FAN 2.0: Supremely silentDispersion fan blade: Steeper curved blade accelerating the airflow.Traditional fan blade: Provides steady airflow to massive heat sink below.Double ball bearing: Strong and lasting core for years of smooth gaming.,314 mm,12.36" x 4.72",Dual Slot,Accessories:1 x Graphics Card Support Bracket,August 03  2019,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1099.0,EVGA,None,11G-P4-6593-KR,PCI Express 3.0,NVIDIA,NVIDIA GeForce GTX 10 Series,GeForce GTX 1080 Ti,1556 MHz,N/A,3584,11000 MHz,11GB,352-Bit,GDDR5X,DirectX 12,OpenGL 4.5,1 x HDMI 2.0b,4,3 x DisplayPort 1.4,None,7680 x 4320,2-Way SLI,Yes,Double Fans,None,600 Watts or greater power supply.PCI Express  PCI Express 2.0 or PCI Express 3.0 compliant motherboard with one graphics slot.,1 x 8-Pin & 1 x 6-Pin,Yes,Simultaneous Multi-ProjectionVR ReadyNVIDIA AnselNVIDIA SLI w/ HB Bridge SupportNVIDIA G-SYNCNVIDIA GameStreamNVIDIA GPU Boost 3.0Microsoft DirectX 12Vulkan APIOpenGL 4.5 SupportMax Digital Resolution - 7680x4320HDMI 2.0b  DisplayPort 1.4 and Dual-Link DVIBuilt for EVGA Precision XOCAsynchronous Fans9 additional temp sensors to monitor Memory and VRMGPU / Memory / PWM Thermal Status Indicator LEDsNew vented heatsink fin design and pin fins for optimized airflowSafety fuse to protect components from damage due to improper installation or other component failuresRedesigned cooling with L-shaped contact fins to improve contact surface area for better heat dissipationEVGA iCX Technology,267 mm,10.50" x 4.38",Dual Slot,None,May 16  2019,Windows 10 32/64bit  Windows 8 32/64bit  Windows 7 32/64bit,1 x Dual-Link DVI-D,Yes,None,GTX 1080 Ti SC2,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
589.0,MSI,None,GTX 1070 GAMING X 8G,PCI Express 3.0 x16,NVIDIA,NVIDIA GeForce GTX 10 Series,GeForce GTX 1070,1607 MHz (OC Mode)1582 MHz (Gaming Mode)1506 MHz (Silent Mode),1797 MHz (OC Mode)1771 MHz (Gaming Mode)1683 MHz (Silent Mode),1920,8108 MHz (OC Mode)8008 MHz (Gaming Mode)8008 MHz (Silent Mode),8GB,256-Bit,GDDR5,DirectX 12,OpenGL 4.5,1 x HDMI 2.0,4,3 x DisplayPort 1.4,None,7680 x 4320,2-Way SLI,Yes,Double Fans,None,Power consumption: 150WRecommended PSU: 500W,6-Pin / 8-Pin,2.2,The Ultimate GAMING: TWIN FROZR VI- Smooth heat pipesSquared shape at bottommaximize heat transfer from the copper base plate- Zero FrozrStopping the fan in low-load situations  keeping a noise-free environment- Airflow Control technologyDeflectors thrusts air onto heat pipes for lower temperatures and better gamingTORX FAN 2.0: Supremely silent- Dispersion fan bladeSteeper curved blade accelerating the airflow- Traditional fan bladeProvides steady airflow to massive heatsink below- Double ball bearingStrong and lasting core for years of smooth gamingGaming App- Instant Performance GainUnlock extra performance or keep your card silent during light use in one click- LED controlFull control on your RGB GAMING LEDs to set the mood- Mobile APPControl your graphics card from your phone,279 mm,10.98" x 5.51",Dual Slot,None,March 28  2019,None,1 x DL-DVI-D,Yes,ATX,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
159.99,ASUS,None,CERBERUS-GTX1050-O2G,PCI Express 3.0,NVIDIA,NVIDIA GeForce GTX 10 Series,GeForce GTX 1050,OC Mode: 1430 MHzGaming Mode (Default): 1404 MHz,OC Mode: 1544 MHzGaming Mode (Default): 1518 MHz,640,7008 MHz,2GB,128-Bit,GDDR5,None,OpenGL 4.5,1 x HDMI 2.0b,None,1 x DisplayPort 1.4,None,7680 x 4320,None,None,Double Fans,75W,None,None,Yes (2.2),1544 MHz Boost Clock in OC mode for outstanding performance and gaming experience.Extensively tested with the latest chart-topping game titles like League of Legends  Overwatch and PlayerUnknown's Battlegrounds.A strong backplate reinforces the circuit board and is a striking outward mark of Cerberus's role as a powerful guardian.Dual fan design provides 2X greater air flow.IP5X-Certified Fans are dust resistant for longer fan lifespan.Easy plug and play gaming with no extra power supply needed.Industry Only Auto-Extreme Technology with Super Alloy Power II delivers premium quality and superior reliability.Boost performance with GPU Tweak II  banish lag with wtfast  and stream in real time via with XSplit Gamecaster.,203 mm,8.00" x 4.50",Dual Slot,Accessories:1 x CD1 x Quick Guide,February 13  2018,None,1 x Native DVI-D,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
825.0,ASUS,ROG,STRIX-GTX1080-A8G-GAMING,PCI Express 3.0,NVIDIA,NVIDIA GeForce GTX 10 Series,GeForce GTX 1080,OC mode: 1695 MHz Gaming mode: 1670 MHz,OC mode: 1835 MHz Gaming mode: 1809 MHz*Retail goods are with default Gaming Mode  OC Mode can be adjusted with one click on GPU Tweak II,2560,10010 MHz,8GB,256-Bit,GDDR5X,None,OpenGL 4.5,2 x Native HDMI 2.0,None,2 x Native DisplayPort 1.4,None,7680 x 4320,None,Yes,Triple Fans,None,None,1 x 6-pin  1 x 8-pin,Yes,1835 MHz boost clock in OC mode for outstanding performance and gaming experience.DirectCU III with Patented Wing-Blade Fans delivers 30% cooler and 3X quieter performance.ASUS FanConnect features 4-pin GPU-controlled headers connected to system fans for optimal thermal performance.Industry Only Auto-Extreme Technology with Super Alloy Power II delivers premium quality and best reliability.Aura RGB Lighting to express personalized gaming style.VR-friendly HDMI ports for immersive virtual reality experiences.GPU Tweak II with Xsplit Gamecaster provides intuitive performance tweaking and lets you stream your gameplay instantly.NVIDIA ANSEL for a revolutionary new way to capture in-game screenshots.NVIDIA GameWorks provides an interactive and cinematic experience  as well as incredibly smooth gameplay.,298 mm,11.73" x 5.28",Dual Slot,Accessories:2 x ROG Cable Ties,November 09  2018,None,1 x Native DVI-D,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
519.0,GIGABYTE,None,GV-N2070WF2-8GD,PCI Express 3.0 x16,NVIDIA,NVIDIA GeForce RTX 20 Series,GeForce RTX 2070,1620 MHz,None,2304,14000 MHz,8GB,256-Bit,GDDR6,DirectX 12,OpenGL 4.5,1 x HDMI 2.0b,4,3 x DisplayPort 1.4,None,7680 x 4320 @ 60 Hz,No,Yes,WINDFORCE 2X,120W,Recommended PSU: 550W,8-Pin,None,Powered by GeForce RTX 2070Integrated with 8GB GDDR6 256-bit memory interfaceWINDFORCE 2X Cooling System with alternate spinning fans100mm unique blade fansProtection Back Plate,265 mm,10.43" x 4.75",Dual Slot,Accessories:Quick guideDriver CD,September 26  2019,None,None,None,ATX,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
649.89,MSI,None,RTX 2070 GAMING Z 8G,PCI Express 3.0 x16,NVIDIA,NVIDIA GeForce RTX 20 Series,GeForce RTX 2070,1410 MHz,1830 MHz,2304,14 Gbps,8GB,256-Bit,GDDR6,DirectX 12,OpenGL 4.5,1 x HDMI 2.0b,4,3 x DisplayPort 1.4,1 x USB Type-C,7680 x 4320,None,Yes,Double Fans,225W,Recommended PSU: 550W,1 x 8-pin  1 x 6-pin,2.2,Twin Frozr 7 Thermal Design:TORX Fan 3.0 with Double Ball Bearings- Dispersion fan blade: Steep curved blade accelerating the airflow.- Traditional fan blade: Provides steady airflow to massive heat sink below.Mastery of Aerodynamics: The heatsink is optimized for efficient heat dissipation  keeping your temperatures low and performance high.Zero Frozr technology: Stopping the fan in low-load situations  keeping a noise-free environment.RGB Mystic Light:Customize colors and LED effects with exclusive MSI software and synchronize the look & feel with other components.Dragon Center:1 click to optimize all you need for smooth gaming.,307 mm,12.09" x 6.10",None,Accessories:1 x Graphics Card Support Bracket,September 22  2019,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1100.0,ASUS,ROG,STRIX-GTX1080TI-11G-GAMING,None,NVIDIA,NVIDIA GeForce GTX 10 Series,GeForce GTX 1080 Ti,1518 MHz (OC Mode)1493 MHz (Gaming Mode),1632 MHz (OC Mode)1607 MHz (Gaming Mode),3584,11100 MHz (OC Mode)11010 MHz (Gaming Mode),11GB,352-Bit,GDDR5X,DirectX 12,None,2 x HDMI 2.0,4,2 x DisplayPort 1.4,None,7680 x 4320,SLI Ready,Yes,Triple Fans,None,None,2 x 8-Pin,Yes,ROG Strix GeForce GTX 1080 Ti 11GB GDDR5X with Aura Sync RGB for best VR & 4K gaming- NVIDIA GeForce GTX 1080 Ti is the fastest gaming GPU that delivers 35% faster performance than the GeForce GTX 1080.- MaxContact Technology that is 2X more contact with GPU for improved thermal transfer.- Patented Wing-Blade IP5X-Certified Fans for maximum airflow and longer fan lifespan.- ASUS FanConnect II equips with hybrid controlled fan headers for optimal system cooling.- Industry Only Auto-Extreme Technology with Super Alloy Power II delivers premium quality and best reliability.- ASUS Aura Sync RGB LED synchronization enables a gaming system personalization.- VR-friendly HDMI ports let you enjoy VR experiences anytime without having to swap cables.- GPU Tweak II with XSplit Gamecaster provides intuitive performance tweaking and real-time streaming.,298 mm,11.73" x 5.28",Dual Slot,Accessories:1 x Power cable1 x ROG Velcro Hook & Loop,November 09  2018,None,1 x Dual-Link DVI-D,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1718.99,ZOTAC,None,ZT-T20810F-10P,PCI Express 3.0,NVIDIA,NVIDIA GeForce RTX 20 Series,GeForce RTX 2080 Ti,None,1605 MHz,4352,14.0 Gbps,11GB,352-Bit,GDDR6,DirectX 12,OpenGL 4.5,1 x HDMI 2.0b,4,3 x DisplayPort 1.4,1 x USB Type-C,None,NVLink (SLI-Ready),Yes,Triple Fans,250W,Recommended Power Supply: 650W,2 x 8-Pin,Yes,Active Fan ControlNew Fan DesignSpectra Lighting GDDR6 memoryFireStormOC Scanner,308 mm,12.13" x 4.45",2.5 slots,ZOTAC GAMING GeForce RTX 2080 Ti Triple Fan graphics card2 x Dual 6-pin to 8-pin adapterUser Manual,October 23  2018,Microsoft Windows 10/7 x64,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
599.0,EVGA,None,08G-P4-6276-KR,PCI Express 3.0,NVIDIA,NVIDIA GeForce GTX 10 Series,GeForce GTX 1070,1607 MHz,1797 MHz,1920,8008 MHz,8GB,256-Bit,GDDR5,DirectX 12,OpenGL 4.6,1 x HDMI 2.0b,4,3 x DisplayPort 1.4,None,7680 x 4320,SLI Ready,Yes,ACX 3.0,None,Minimum of a 500W power supplyTwo available 8-pin or 6+2-pin PCI-E power donglesTotal Power Draw: 215 Watts,2 x 8-Pin,None,EVGA Double BIOSSimultaneous Multi-ProjectionVR ReadyNVIDIA AnselNVIDIA SLI w/ HB Bridge SupportNVIDIA G-SYNCNVIDIA GameStreamNVIDIA GPU Boost 3.0Microsoft DirectX 12 APIVulkan APIOpenGL 4.6 SupportPCI Express 3.0Max Digital Resolution - 7680x4320HDMI 2.0b  DisplayPort 1.4 and Dual-Link DVIBuilt for EVGA Precision XOCEVGA ACX 3.0 Cooling10 Phase Power DesignAdjustable RGB LED,267 mm,10.50" x 5.06",Dual Slot,None,November 13  2018,Windows 10 32/64-bit  Windows 8 32/64-bit  Windows 7 32/64-bit,1 x Dual-Link DVI-D,Yes,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
154.99,ASUS,Phoenix,PH-GTX1650-O4G,PCI Express 3.0,NVIDIA,NVIDIA GeForce GTX 16 Series,GeForce GTX 1650,1485 MHz,OC Mode: 1710 MHzGaming Mode: 1680 MHz,896,8002 MHz,4GB,128-Bit,GDDR5,None,OpenGL 4.5,1 x HDMI 2.0b,3,1 x DisplayPort 1.4,None,7680 x 4320,No,None,Single Fan,75W,Recommended PSU: 300W,None,2.2,The ASUS Phoenix GeForce GTX 1650 is built with the breakthrough graphics performance of the award-winning NVIDIA Turing architecture to supercharge your favorite games.Get game ready with performance that's twice as fast as the GeForce GTX 950 and up to 70% faster than the GTX 1050.GeForce Experience lets you capture and share videos  screenshots  and livestreams with friends  keep your GeForce drivers up to date  and easily optimize your in-game settings.Dual ball fan bearings can last up to twice as long as sleeve bearing designs.IP5X dust resistance offers protection from particle ingress for better durability.Auto-Extreme Technology uses automation to enhance reliability.A Compact design maximizes compatibility.GPU Tweak II provides intuitive performance tweaking  thermal controls  and system monitoring.,190 mm,7.48" x 4.33",Dual Slot,Accessories:1 x CD1 x Quick Guide,April 08  2019,None,1 x DVI-D,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1181.51,PNY,None,VCG2080T11BLMPB,PCI Express 3.0,NVIDIA,NVIDIA GeForce RTX 20 Series,GeForce RTX 2080 Ti,1350 MHz,1545 MHz,4352,14 Gbps,11GB,352-Bit,GDDR6,DirectX 12,OpenGL 4.5,1 x HDMI 2.0b,4,3 x DisplayPort 1.4,1 x USB Type-C,7680 x 4320,NVLink 2-Way,None,Single Fan,250W,Recommended Power Supply: 650W or greaterPCI Express-compliant motherboard with one dual-width x16 graphics slot1.5GB available hard-disk space8GB system memory (16GB recommended)Two 8-pin supplementary power connectorsInternet connection,2 x 8-Pin,None,NVIDIA's newest flagship graphics card is a revolution in gaming realism and performance. Its powerful NVIDIA Turing GPU architecture  breakthrough technologies  and 11GB of next-gen  ultra fast GDDR6 memory make it the world's ultimate gaming GPU.,281 mm,11.06" x 5.04",Dual Slot,None,April 16  2019,Microsoft Windows 10 64-bit (April 2018 Update or later)  Windows 7 64-bit  Linux 64-bit,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
213.87,EVGA,None,03G-P4-6162-KR,PCI Express 3.0,NVIDIA,NVIDIA GeForce GTX 10 Series,GeForce GTX 1060,1607 MHz,1835 MHz,1152,8008 MHz,3GB,192-Bit,GDDR5,DirectX 12,OpenGL 4.6,1 x HDMI 2.0b,4,3 x DisplayPort 1.4,None,7680 x 4320,No,Yes,ACX 2.0 Single Fan,120W,Minimum of a 400 Watts power supplyAn available 6-pin PCI-E power connectorTotal Power Draw: 120 Watts,6-Pin,Yes,NVIDIA GameStream TechnologyOpenGL 4.6 SupportVR ReadyNVIDIA GPU Boost 3.0Vulkan APIMax Digital Resolution - 7680x4320Built for EVGA Precision XOCNVIDIA G-SYNC ReadySimultaneous Multi-ProjectionNVIDIA AnselMicrosoft DirectX 12 APIPCI Express 3.0HDMI 2.0b  DisplayPort 1.4 and Dual-Link DVI,173 mm,6.80" x 4.38",Dual Slot,None,August 30  2016,Windows 10 32/64bit  Windows 8 32/64bit  Windows 7 32/64bit,1 x Dual-Link DVI-D,Yes,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
739.99,ASUS,Turbo,TURBO-RTX2080S-8G-EVO,PCI Express 3.0,NVIDIA,None,GeForce RTX 2080 SUPER,1650 MHz,OC mode: 1845 MHzGaming mode: 1815 MHz,3072,15500 MHz,8GB,256-Bit,GDDR6,None,OpenGL 4.6,1 x HDMI 2.0b,4,3 x DisplayPort 1.4,None,7680 x 4320,SLI Ready,Yes,Single Fan,None,Recommended PSU: 650W,2 x 8-Pin,2.2,RT Cores: Dedicated ray tracing hardware enables fast real-time ray tracing of objects and environments with physically accurate shadows  reflections  refractions  and global illumination.Concurrent floating point and integer processing: Turing GPUs more efficiently process the compute heavy workloads of modern games.Ultra-fast GDDR6: Experience up to 496 GB/s of memory bandwidth for high-speed  high-resolution gaming.A redesigned shroud incorporates a raised edge to preserve air intake in cramped environments.Dual ball fan bearings can last up to twice as long as sleeve bearing designs.Auto-Extreme Technology uses automation to enhance reliability.GPU Tweak II provides intuitive performance tweaking  thermal controls  and system monitoring.144-hour validation program puts cards through a series of stringent tests to ensure compatibility with the latest games.,268 mm,10.54" x 4.45",Dual Slot,Accessories:1 x Quick Guide,November 13  2019,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
1090.0,EVGA,None,11G-P4-6393-KR,PCI Express 3.0,NVIDIA,NVIDIA GeForce GTX 10 Series,GeForce GTX 1080 Ti,1556 MHz,1670 MHz,3584,11000 MHz,11GB,352-Bit,GDDR5X,DirectX 12,OpenGL 4.5,1 x HDMI 2.0b,4,3 x DisplayPort 1.4,None,7680 x 4320,2-Way SLI,Yes,Double Fans,None,600 Watts or greater power supply.PCI Express  PCI Express 2.0 or PCI Express 3.0 compliant motherboard with one graphics slot.,1 x 6-Pin1 x 8-Pin,Yes,Simultaneous Multi-ProjectionVR ReadyNVIDIA AnselNVIDIA SLI w/ HB Bridge SupportNVIDIA G-SYNCNVIDIA GameStreamNVIDIA GPU Boost 3.0Microsoft DirectX 12Vulkan APIOpenGL 4.5 SupportPCI Express 3.0Max Digital Resolution - 7680 x 4320HDMI 2.0b  DisplayPort 1.4 and Dual-Link DVIBuilt for EVGA Precision XOCiCX CoolingNew vented heatsink fin design and pin fins for optimized airflowRedesigned cooling with L-shaped contact fins to improve contact surface area for better heat dissipation,267 mm,10.50" x 4.38",Dual Slot,None,June 24  2019,Windows 10 32/64bit  Windows 8 32/64bit  Windows 7 32/64bit,1 x Dual-Link DVI-D,Yes,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
